,0,1,2
0,0.0,0.0,0.7929645860476134
1,0.292553778268064,0.0,0.7929645860476134
2,0.233976833976834,0.0,0.7909510837380077
3,0.22680639823496967,0.0,0.792727703422954
4,0.24445670159955876,0.0,0.7936752339215919
5,0.0797573083287369,0.0,0.7936752339215919
6,0.24953116381687812,0.0,0.7936752339215919
7,0.19658025372311086,0.0,0.7937936752339215
8,0.267953667953668,0.0,0.792253938173635
9,0.1703254274682846,0.0,0.8009001539737061
10,0.19305019305019305,0.0,0.7984128864147814
11,0.1981246552675124,0.0,0.806348454340874
12,0.10601213458356316,0.0,0.806348454340874
13,0.20981798124655268,0.0,0.806348454340874
14,0.1843353557639272,0.0,0.7943858817955703
15,0.2633204633204633,0.0,0.8064668956532038
16,0.1817981246552675,0.0,0.8207982944451023
17,0.19900717043574187,0.0,0.8222195901930592
18,0.2157749586321015,0.0,0.8279047731848869
19,0.09873138444567016,0.0,0.8279047731848869
20,0.18521787093215666,0.0,0.8279047731848869
21,0.19955874241588528,0.0,0.8279047731848869
22,0.25052399338113623,0.0,0.8157053180149235
23,0.2060672917815775,0.0,0.8191401160724859
24,0.18819635962493106,0.0,0.8167712898258913
25,0.1958080529509101,0.0,0.8262465948122705
26,0.0894649751792609,0.0,0.8262465948122705
27,0.18698290126861555,0.0,0.8262465948122705
28,0.17374517374517376,0.0,0.8460262939713373
29,0.23794815223386653,0.0,0.8502901812152078
30,0.16503033645890788,0.0,0.8463816179083264
31,0.1994484280198566,0.0,0.8441312329740612
32,0.2307777164920022,0.0,0.8293260689328438
33,0.08935466078323222,0.0,0.8293260689328438
34,0.24500827357970215,0.0,0.8293260689328438
35,0.2060672917815775,0.0,0.8348928106123416
36,0.22680639823496967,0.0,0.8320502191164277
37,0.1626034197462769,0.0,0.8249437403766434
38,0.19492553778268065,0.0,0.8234040033163567
39,0.17120794263651407,0.0,0.8388013739192229
40,0.04247104247104247,0.0,0.8388013739192229
41,0.05052399338113624,0.0,0.8388013739192229
42,0.06927744070601213,0.0,0.8443681155987209
43,0.2671814671814672,0.0,0.8390382565438824
44,0.19227799227799228,0.0,0.8422361719767854
45,0.18896856039713184,0.0,0.8262465948122705
46,0.22570325427468285,0.0,0.8350112519246712
47,0.0694980694980695,0.0,0.8350112519246712
48,0.19845559845559846,0.0,0.8350112519246712
49,0.212134583563155,0.0,0.8350112519246712
50,0.2477661334804192,0.0,0.8140471396423071
51,0.2231660231660232,0.0,0.7888191401160726
52,0.1920573634859349,0.0,0.792727703422954
53,0.2041919470490899,0.0,0.7882269335544237
54,0.08626585769442913,0.0,0.7882269335544237
55,0.20926640926640927,0.0,0.7882269335544237
56,0.1843353557639272,0.0,0.7869240791187965
57,0.2398234969663541,0.0,0.7894113466777212
58,0.18389409817981248,0.0,0.7798176003790122
59,0.21290678433535576,0.0,0.7641833471514864
60,0.21842250413678985,0.0,0.7573137510363613
61,0.10082735797021512,0.0,0.7573137510363613
62,0.25361279646993934,0.0,0.7573137510363613
63,0.19260893546607832,0.0,0.7661968494610919
64,0.2730281301709873,0.0,0.7613407556555726
65,0.1897407611693326,0.0,0.773895534762525
66,0.20882515168229454,0.0,0.7795807177543527
67,0.21753998896856042,0.0,0.7802913656283311
68,0.09420849420849421,0.0,0.7802913656283311
69,0.19955874241588528,0.0,0.7802913656283311
70,0.1994484280198566,0.0,0.7846736941845315
71,0.22173193601765032,0.0,0.7850290181215208
72,0.18587975730832873,0.0,0.7916617316119862
73,0.19415333701047988,0.0,0.7971100319791543
74,0.2296745725317154,0.0,0.7997157408504084
75,0.0821842250413679,0.0,0.7997157408504084
76,0.20187534473248758,0.0,0.7997157408504084
77,0.2,0.0,0.7846736941845315
78,0.24269167126309985,0.0,0.7937936752339215
79,0.197573083287369,0.0,0.784910576809191
80,0.21853281853281853,0.0,0.7961625014805164
81,0.21544401544401545,0.0,0.8096648110861068
82,0.07997793712079426,0.0,0.8096648110861068
83,0.2115830115830116,0.0,0.8096648110861068
